PERID,PNUM,age,household_id,pemploy,pstudent,ptype,sex,RELATE,ESR,GRADE,PAUG,DDP,WEEKS,HOURS,MSP,POVERTY,EARNS,pagecat,padkid
601951,1,62,269371,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601952,2,46,269371,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601953,1,62,269372,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601954,2,46,269372,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601955,1,62,269373,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601956,2,46,269373,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601957,1,62,269374,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601958,2,46,269374,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601959,1,62,269375,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601960,2,46,269375,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601961,1,62,269376,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601962,2,46,269376,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601963,1,62,269377,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601964,2,46,269377,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601965,1,62,269378,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601966,2,46,269378,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601967,1,62,269379,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601968,2,46,269379,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601969,1,62,269380,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601970,2,46,269380,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601971,1,62,269381,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601972,2,46,269381,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601973,1,62,269382,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601974,2,46,269382,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601975,1,62,269383,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601976,2,46,269383,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601977,1,32,269384,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601978,2,29,269384,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601979,1,22,269385,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601980,2,23,269385,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601981,1,22,269386,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601982,2,23,269386,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601983,1,24,269387,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601984,2,22,269387,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601985,1,35,269388,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601986,2,38,269388,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601987,1,33,269389,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601988,2,38,269389,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601989,1,36,269390,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601990,2,33,269390,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601991,1,30,269391,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601992,2,31,269391,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601993,1,29,269392,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601994,2,30,269392,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601995,1,27,269393,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601996,2,26,269393,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601997,1,29,269394,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601998,2,30,269394,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
601999,1,29,269395,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602000,2,30,269395,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602001,1,28,269396,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602002,2,30,269396,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602003,1,34,269397,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602004,2,28,269397,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602005,1,27,269398,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602006,2,31,269398,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602007,1,26,269399,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602008,2,26,269399,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602009,1,28,269400,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602010,2,31,269400,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602011,1,30,269401,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602012,2,27,269401,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602013,1,28,269402,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602014,2,28,269402,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602015,1,28,269403,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602016,2,28,269403,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602017,1,28,269404,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602018,2,28,269404,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602019,1,30,269405,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602020,2,27,269405,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602021,1,28,269406,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602022,2,28,269406,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602023,1,28,269407,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602024,2,31,269407,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602025,1,30,269408,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602026,2,27,269408,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602027,1,33,269409,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602028,2,31,269409,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602029,1,33,269410,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602030,2,31,269410,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602031,1,33,269411,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602032,2,31,269411,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602033,1,33,269412,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602034,2,31,269412,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602035,1,33,269413,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602036,2,31,269413,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602037,1,31,269414,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602038,2,24,269414,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602039,1,28,269415,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602040,2,22,269415,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602041,1,30,269416,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602042,2,33,269416,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602043,1,35,269417,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602044,2,34,269417,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602045,1,29,269418,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602046,2,29,269418,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602047,1,30,269419,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602048,2,24,269419,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602049,1,30,269420,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602050,2,31,269420,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602051,1,28,269421,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602052,2,25,269421,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602053,1,27,269422,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602054,2,28,269422,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602055,1,27,269423,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602056,2,28,269423,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602057,1,34,269424,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602058,2,30,269424,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602059,1,34,269425,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602060,2,30,269425,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602061,1,30,269426,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602062,2,31,269426,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602063,1,22,269427,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602064,2,23,269427,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602065,1,36,269428,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602066,2,46,269428,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602067,1,59,269429,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602068,2,47,269429,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602069,1,55,269430,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602070,2,59,269430,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602071,1,44,269431,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602072,2,51,269431,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602073,1,30,269432,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602074,2,38,269432,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602075,1,40,269433,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602076,2,33,269433,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602077,1,30,269434,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602078,2,31,269434,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602079,1,30,269435,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602080,2,31,269435,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602081,1,28,269436,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602082,2,30,269436,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602083,1,25,269437,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602084,2,24,269437,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602085,1,29,269438,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602086,2,32,269438,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602087,1,27,269439,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602088,2,29,269439,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602089,1,27,269440,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602090,2,29,269440,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602091,1,24,269441,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602092,2,25,269441,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602093,1,27,269442,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602094,2,26,269442,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602095,1,33,269443,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602096,2,25,269443,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602097,1,27,269444,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602098,2,25,269444,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602099,1,27,269445,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602100,2,27,269445,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602101,1,28,269446,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602102,2,28,269446,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602103,1,61,269447,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602104,2,84,269447,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602105,1,48,269448,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602106,2,53,269448,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602107,1,30,269449,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602108,2,30,269449,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602109,1,30,269450,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602110,2,30,269450,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602111,1,34,269451,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602112,2,35,269451,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602113,1,34,269452,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602114,2,35,269452,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602115,1,81,269453,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602116,2,76,269453,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602117,1,65,269454,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602118,2,65,269454,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602119,1,65,269455,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602120,2,65,269455,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602121,1,69,269456,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602122,2,69,269456,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602123,1,76,269457,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602124,2,69,269457,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602125,1,82,269458,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602126,2,81,269458,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602127,1,79,269459,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602128,2,75,269459,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602129,1,61,269460,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602130,2,61,269460,3,3,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602131,1,86,269461,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602132,2,73,269461,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602133,1,72,269462,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602134,2,69,269462,3,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602135,1,46,269463,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602136,2,37,269463,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602137,1,51,269464,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602138,2,35,269464,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602139,1,29,269465,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602140,2,27,269465,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602141,1,26,269466,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602142,2,30,269466,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602143,1,26,269467,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602144,2,30,269467,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602145,1,24,269468,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602146,2,26,269468,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602147,1,30,269469,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602148,2,30,269469,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602149,1,23,269470,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602150,2,23,269470,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602151,1,23,269471,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602152,2,23,269471,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602153,1,22,269472,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602154,2,22,269472,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602155,1,22,269473,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602156,2,22,269473,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602157,1,32,269474,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602158,2,30,269474,3,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602159,1,31,269475,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602160,2,28,269475,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602161,1,24,269476,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602162,2,25,269476,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602163,1,27,269477,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602164,2,31,269477,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602165,1,24,269478,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602166,2,21,269478,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602167,1,27,269479,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602168,2,23,269479,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602169,1,68,269480,3,3,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602170,2,63,269480,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602171,1,27,269481,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602172,2,25,269481,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602173,1,36,269482,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602174,2,39,269482,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602175,3,1,269482,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602176,1,36,269483,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602177,2,39,269483,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602178,3,1,269483,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602179,1,36,269484,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602180,2,39,269484,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602181,3,1,269484,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602182,1,36,269485,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602183,2,39,269485,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602184,3,1,269485,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602185,1,63,269486,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602186,2,24,269486,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602187,3,22,269486,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602188,1,67,269487,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602189,2,74,269487,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602190,3,33,269487,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602191,1,54,269488,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602192,2,62,269488,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602193,3,26,269488,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602194,1,38,269489,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602195,2,30,269489,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602196,3,0,269489,4,3,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602197,1,67,269490,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602198,2,73,269490,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602199,3,19,269490,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602200,1,67,269491,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602201,2,73,269491,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602202,3,19,269491,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602203,1,67,269492,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602204,2,73,269492,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602205,3,19,269492,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602206,1,63,269493,2,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602207,2,51,269493,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
